kawa/herbata,napoje,piwo,lody,ciasto,zupa,zapiekanka,pizza,spaghetti,kebab,frytki,rollokebs,mean_prep, mean_difficulty, mean_price, dodaj
9,4,47,45,44,13,13,46,45,46,38,42,15.9387755102,4.54081632653,24.3571428571,tanie/proste
29,29,37,63,56,32,34,20,18,26,26,29,14.7393483709,3.67167919799,18.4360902256,drogie/proste
19,55,64,22,20,30,29,71,38,22,20,16,14.1748768473,3.76354679803,21.8004926108,tanie/proste
35,36,28,31,24,42,43,19,58,34,35,36,13.8242280285,4.26128266033,18.8693586698,drogie/proste
31,37,35,28,25,63,32,32,39,40,27,33,14.2322274882,4.09004739336,20.0047393365,drogie/proste
29,31,32,73,25,24,19,60,33,20,22,36,15.1881188119,4.15099009901,22.495049505,tanie/proste
4,37,27,43,47,4,28,47,37,51,41,44,15.3512195122,4.4243902439,22.9780487805,tanie/proste
38,27,34,23,23,28,29,61,33,27,21,60,14.2846534653,4.39851485149,23.7475247525,tanie/proste
68,29,27,24,25,57,18,53,25,23,26,29,14.8415841584,4.18316831683,20.75,tanie/proste
43,31,26,38,35,37,30,24,63,36,29,29,14.4204275534,4.28028503563,19.7862232779,drogie/proste
17,41,53,46,43,47,19,18,15,48,15,15,13.9124668435,3.67108753316,18.0371352785,drogie/proste
25,16,22,18,56,34,26,22,49,11,48,49,16.8085106383,4.34042553191,19.8377659574,drogie/proste
33,50,11,29,52,53,7,44,41,9,44,31,17.646039604,3.97772277228,19.896039604,drogie/proste
17,57,13,61,56,17,54,45,13,21,26,19,14.8796992481,3.65664160401,19.6666666667,drogie/proste
42,61,57,17,46,17,13,56,57,25,18,16,14.2141176471,3.56235294118,20.4964705882,drogie/proste
28,63,20,58,55,18,59,20,25,26,29,24,13.3552941176,3.47294117647,18.1788235294,drogie/czasochlonne
30,23,41,38,33,39,3,34,39,32,35,30,15.424403183,4.07161803714,20.1220159151,drogie/proste
14,24,26,26,58,37,75,29,26,24,27,49,15.0674698795,4.09879518072,21.1156626506,tanie/proste
13,54,13,60,17,57,45,15,27,16,54,51,13.7606635071,4.07109004739,17.9691943128,drogie/proste
25,25,25,19,21,21,23,56,47,72,20,50,14.1014851485,4.96534653465,25.9653465347,tanie/proste
27,21,30,64,20,19,61,23,59,17,23,57,13.2066508314,4.30878859857,21.2375296912,tanie/czasochlonne
5,46,40,48,32,46,8,57,33,34,39,33,16.1662707838,4.15201900238,21.7339667458,tanie/proste
23,19,18,23,27,21,22,17,19,23,24,18,14.4291338583,4.07480314961,20.1141732283,drogie/proste
51,55,17,23,40,19,21,47,60,26,26,14,14.649122807,3.91478696742,20.343358396,drogie/proste
23,30,56,31,33,40,24,55,25,27,34,26,15.0569306931,4.0396039604,20.8861386139,tanie/proste
29,23,41,23,23,22,28,51,22,22,54,68,14.2438423645,4.30295566502,22.5073891626,tanie/proste
37,4,33,48,44,42,38,40,35,44,38,1,16.4356435644,4.00247524752,19.8217821782,drogie/proste
17,15,50,54,45,13,29,14,59,56,47,16,14.4024096386,4.10120481928,19.3373493976,drogie/proste
20,33,33,25,34,25,27,66,28,61,29,23,15.2277227723,4.39356435644,24.0816831683,tanie/proste
50,52,42,8,42,51,44,36,44,38,6,9,13.4834123223,3.74644549763,19.2109004739,drogie/czasochlonne
29,44,30,25,27,25,53,25,23,70,46,28,12.4282352941,4.00470588235,20.5317647059,tanie/czasochlonne
31,27,40,38,42,37,1,32,34,29,39,27,15.5437665782,3.92572944297,19.3872679045,drogie/proste
41,29,33,20,27,24,34,28,26,30,58,26,13.6063829787,4.01861702128,18.7207446809,drogie/proste
4,36,31,42,43,30,13,41,46,7,41,43,16.8435013263,4.2599469496,21.3209549072,tanie/proste
41,48,4,38,42,35,43,52,37,6,38,38,15.7156398104,4.18009478673,20.7298578199,tanie/proste
11,45,49,54,16,47,58,46,10,11,45,12,14.1188118812,3.49504950495,18.1212871287,drogie/proste
41,65,57,45,13,28,60,18,17,14,54,11,10.8699763593,3.14657210402,15.1276595745,drogie/czasochlonne
28,31,35,29,36,32,23,39,27,60,28,24,14.4974489796,4.25510204082,21.5994897959,tanie/proste
37,11,11,55,9,51,46,40,50,45,18,42,14.6192771084,4.77831325301,22.9975903614,tanie/proste
25,11,23,20,17,17,14,16,18,19,26,20,13.8185840708,4.13274336283,20.0088495575,drogie/proste
23,21,32,31,23,21,50,77,65,19,28,25,16.2096385542,4.61927710843,24.534939759,tanie/proste
38,43,31,46,48,30,36,29,35,2,42,42,14.5995260664,3.63507109005,18.86492891,drogie/proste
47,23,23,16,25,56,23,27,18,30,60,28,15.0744680851,4.10372340426,18.5186170213,drogie/proste
21,21,58,53,16,29,60,37,24,19,40,28,13.10591133,3.67487684729,19.5246305419,drogie/czasochlonne
19,43,46,10,44,16,46,48,16,44,16,51,13.1328320802,4.17042606516,23.2155388471,tanie/czasochlonne
45,7,49,43,8,49,46,38,41,48,37,12,13.5933806147,4.14657210402,19.5744680851,drogie/proste
20,50,58,13,16,48,53,48,18,44,13,23,12.5841584158,3.82673267327,21.1262376238,tanie/czasochlonne
11,18,14,15,19,56,54,48,60,37,44,46,16.0402843602,4.98104265403,23.5971563981,tanie/proste
24,33,17,17,31,25,24,30,21,22,13,28,14.4140350877,4.25614035088,22.4315789474,tanie/proste
17,53,20,30,18,17,15,24,61,49,55,17,13.8324468085,4.03989361702,19.6622340426,drogie/proste
17,58,23,67,59,16,15,20,50,23,17,60,14.5294117647,3.91058823529,20.6917647059,tanie/proste
55,59,21,10,49,21,59,46,18,13,55,19,14.1717647059,3.56941176471,18.3411764706,drogie/proste
43,39,3,36,43,31,43,43,32,45,36,29,14.7352245863,4.23404255319,21.1276595745,tanie/proste
21,19,31,59,36,41,25,33,34,30,29,19,16.050397878,4.08222811671,19.7161803714,drogie/proste
26,56,17,17,15,57,55,14,37,13,51,18,13.7207446809,3.7579787234,16.2180851064,drogie/proste
37,24,36,25,31,65,20,30,26,27,27,74,14.2843601896,4.45023696682,20.7322274882,tanie/proste
52,14,17,51,21,14,17,53,52,16,51,19,15.8594164456,4.28912466844,21.2095490716,tanie/proste
35,42,31,39,41,5,33,32,32,33,45,36,13.6089108911,3.89603960396,20.2945544554,drogie/proste
23,19,51,27,16,25,70,21,16,67,21,54,10.8951219512,4.29268292683,21.9024390244,tanie/czasochlonne
60,18,17,41,46,17,45,47,42,6,48,12,15.8847117794,3.88220551378,20.1604010025,drogie/proste
15,46,47,45,22,21,16,18,15,18,54,59,12.3962765957,3.90425531915,18.3829787234,drogie/czasochlonne
24,30,25,30,20,28,60,26,33,23,45,32,13.4813829787,4.07978723404,19.789893617,drogie/czasochlonne
16,17,16,22,18,21,22,21,16,23,24,20,14.4533898305,4.02542372881,20.9025423729,tanie/proste
15,37,30,25,20,27,27,26,31,28,51,59,13.4228723404,4.36968085106,20.6888297872,tanie/czasochlonne
41,4,42,36,37,43,42,34,52,50,11,7,15.0250626566,4.16040100251,20.7218045113,tanie/proste
36,41,55,7,44,41,39,29,36,32,6,26,12.9693877551,3.64795918367,19.2729591837,drogie/czasochlonne
4,28,37,43,37,39,49,39,39,39,44,23,15.648456057,4.14251781473,20.5605700713,tanie/proste
11,20,15,28,24,20,18,22,16,19,25,23,15.3319502075,4.0,21.4315352697,tanie/proste
14,19,48,20,15,47,21,60,26,56,47,19,15.5867346939,4.35204081633,22.362244898,tanie/proste
43,6,42,44,46,42,6,31,31,54,46,30,15.5486935867,4.12351543943,20.406175772,drogie/proste
48,27,15,27,25,21,62,41,38,21,28,70,12.9810874704,4.47990543735,22.8274231678,tanie/czasochlonne
52,21,18,47,51,26,29,26,21,56,13,17,14.2970822281,4.00530503979,20.4058355438,drogie/proste
27,26,60,31,24,36,55,29,23,28,32,44,12.6771084337,3.8265060241,19.7228915663,drogie/czasochlonne
15,56,14,17,67,21,45,55,53,20,20,42,16.4188235294,4.32470588235,22.4894117647,tanie/proste
13,39,10,54,43,49,9,38,41,32,12,37,16.6657824934,4.36870026525,21.625994695,tanie/proste
47,13,47,17,9,20,47,43,37,64,20,51,11.7156626506,4.65542168675,23.7301204819,tanie/czasochlonne
44,44,37,65,7,4,13,42,44,38,45,42,12.3929411765,4.09176470588,21.4470588235,tanie/czasochlonne
41,63,41,31,42,31,28,32,15,32,32,37,12.8282352941,3.55058823529,18.5058823529,drogie/czasochlonne
17,52,12,44,13,47,46,52,37,51,42,12,14.7176470588,4.27529411765,21.5858823529,tanie/proste
42,23,36,31,35,36,27,43,1,38,27,37,13.9574468085,3.92553191489,21.2739361702,tanie/proste
62,70,24,27,29,67,27,20,23,28,27,18,13.0710900474,3.5355450237,16.1421800948,drogie/czasochlonne
33,4,34,27,33,31,32,45,25,40,28,45,15.2334217507,4.59416445623,23.9469496021,tanie/proste
36,32,28,29,36,27,29,45,42,36,34,3,15.5198938992,4.00265251989,20.4880636605,drogie/proste
41,11,46,49,10,44,43,17,48,38,38,7,13.4005102041,3.93367346939,17.9515306122,drogie/czasochlonne
52,30,64,25,43,25,34,26,28,27,26,26,12.7487684729,3.44334975369,18.39408867,drogie/czasochlonne
20,26,18,22,22,21,25,17,24,20,21,19,14.0117647059,3.78823529412,19.5058823529,drogie/proste
32,41,37,35,44,36,39,42,44,7,7,35,14.7443609023,3.90726817043,20.3884711779,drogie/proste
43,40,37,52,31,37,33,31,40,4,38,39,14.1576470588,3.83529411765,18.7788235294,drogie/proste
40,44,31,3,37,29,40,40,34,35,40,31,13.9455445545,4.05940594059,20.3613861386,drogie/proste
26,14,44,53,17,13,63,49,26,47,23,17,13.112244898,4.0,22.5714285714,tanie/czasochlonne
57,25,56,24,53,27,60,23,43,13,21,21,13.3380614657,3.42080378251,17.9314420804,drogie/czasochlonne
38,35,42,42,46,10,4,51,33,39,54,10,15.495049505,3.71782178218,20.551980198,tanie/proste
26,28,34,59,26,16,35,29,31,59,24,25,12.9081632653,4.11479591837,21.6505102041,tanie/czasochlonne
46,22,47,44,18,61,13,20,49,48,19,19,13.3349753695,4.02709359606,19.1379310345,drogie/czasochlonne
37,49,34,30,41,41,49,32,6,5,9,44,13.1114058355,3.66047745358,19.4403183024,drogie/czasochlonne
57,37,20,28,59,51,23,13,21,61,43,12,14.5647058824,3.84470588235,17.12,drogie/proste
12,17,25,20,20,13,26,27,19,21,22,21,14.2880658436,4.0,22.3580246914,tanie/proste
19,52,53,46,48,13,11,38,46,49,14,17,14.0295566502,3.82266009852,20.6699507389,tanie/proste
61,55,30,21,21,29,29,11,55,67,20,26,11.0164705882,4.00941176471,18.9129411765,drogie/czasochlonne
17,20,52,26,63,28,34,22,23,60,27,20,14.6352040816,3.84948979592,20.0765306122,drogie/proste
50,34,37,3,42,39,43,40,27,32,39,39,14.0682352941,4.0,20.5294117647,tanie/proste
22,21,24,25,13,19,37,15,15,16,21,21,12.4899598394,3.84337349398,18.9196787149,drogie/czasochlonne
25,21,35,31,26,35,84,31,31,30,32,34,13.4915662651,4.0843373494,20.9228915663,tanie/czasochlonne
54,38,14,15,11,13,69,53,50,58,21,27,12.2127659574,4.38770685579,23.6690307329,tanie/czasochlonne
50,43,35,44,7,3,37,44,45,41,37,39,11.8376470588,4.11294117647,21.4494117647,tanie/czasochlonne
51,44,13,33,45,55,12,48,52,9,11,50,15.8817966903,4.27659574468,21.1985815603,tanie/proste
22,26,25,25,25,22,16,21,30,19,26,18,14.4436363636,3.76,19.1418181818,drogie/proste
26,25,31,26,21,59,24,53,23,69,24,23,14.9059405941,4.58415841584,23.0965346535,tanie/proste
14,21,20,21,13,19,16,29,23,26,24,24,14.268,4.5,22.008,tanie/proste
9,49,49,48,48,47,21,15,48,15,53,20,15.2085308057,3.5,16.644549763,drogie/proste
18,18,26,59,23,55,55,23,55,18,51,21,15.7203791469,4.01658767773,18.5402843602,drogie/proste
2,46,49,53,45,51,45,40,37,4,41,12,16.1082352941,3.56705882353,17.4188235294,drogie/proste
43,61,19,23,63,13,16,18,71,22,56,18,15.3735224586,3.74231678487,17.293144208,drogie/proste
23,23,61,44,48,34,14,19,20,51,19,21,14.0716180371,3.81697612732,18.9920424403,drogie/proste
33,68,31,77,18,26,29,29,25,28,31,30,12.4494117647,3.67058823529,18.4870588235,drogie/czasochlonne
23,29,19,20,22,21,15,20,14,27,13,16,13.7740585774,3.93723849372,19.6317991632,drogie/proste
48,20,18,54,20,22,50,45,58,62,11,13,13.8218527316,4.38004750594,22.5724465558,tanie/proste
41,43,48,45,36,44,4,51,47,6,5,51,14.7767220903,4.0190023753,21.2209026128,tanie/proste
26,19,50,42,18,13,44,16,50,55,45,43,12.0902612827,4.216152019,20.5463182898,tanie/czasochlonne
14,51,16,56,11,21,45,59,9,67,46,20,13.6795180723,4.21686746988,22.178313253,tanie/proste
14,47,19,13,41,55,14,48,46,19,49,11,17.7473404255,4.0079787234,19.3484042553,drogie/proste
31,22,42,31,32,38,27,26,75,30,31,36,14.5605700713,4.3325415677,20.1187648456,drogie/proste
48,59,18,45,56,14,57,45,8,42,13,18,13.4397163121,3.44444444444,20.1016548463,drogie/czasochlonne
23,18,16,19,62,52,17,25,55,23,40,49,17.6741854637,4.55889724311,20.3884711779,drogie/proste
38,42,8,9,10,46,36,44,44,39,32,28,14.2074468085,4.33244680851,22.4414893617,tanie/proste
18,56,42,22,19,34,21,22,28,46,45,23,12.9335106383,3.68882978723,18.5106382979,drogie/czasochlonne
33,25,24,25,25,21,28,26,32,55,60,22,13.9787234043,4.25531914894,19.9867021277,drogie/proste
37,32,40,38,39,29,4,35,5,38,37,42,14.0079787234,3.875,19.8723404255,drogie/proste
32,33,23,29,38,25,27,39,32,59,29,26,14.4821428571,4.17602040816,21.4132653061,tanie/proste
17,33,31,71,25,51,31,23,26,56,24,34,14.0118483412,4.17772511848,19.8341232227,drogie/proste
25,32,38,35,28,33,27,63,33,28,34,28,15.5346534653,4.16584158416,22.3044554455,tanie/proste
49,47,7,41,43,54,31,5,47,40,7,39,13.6975609756,4.1243902439,18.6707317073,drogie/proste
50,51,43,14,13,46,15,41,44,44,9,40,12.4829268293,4.10731707317,21.1585365854,tanie/czasochlonne
47,16,10,19,40,50,41,51,12,48,11,47,15.0994897959,4.59183673469,24.4234693878,tanie/proste
7,21,23,14,9,18,24,23,20,11,15,15,13.9,3.98,20.62,tanie/proste
44,61,39,51,40,4,36,6,34,33,45,30,11.5390070922,3.37588652482,16.8486997636,drogie/czasochlonne
18,15,28,20,19,19,21,30,23,20,23,17,14.8023715415,4.00790513834,21.256916996,tanie/proste
23,20,31,21,29,45,18,19,74,21,64,57,15.5568720379,4.60663507109,19.9099526066,drogie/proste
23,29,21,24,18,15,56,18,58,71,34,43,12.1219512195,4.60731707317,22.3073170732,tanie/czasochlonne
53,14,39,41,13,17,11,49,56,45,14,52,13.1336633663,4.58663366337,24.353960396,tanie/czasochlonne
23,41,28,28,40,25,26,64,29,30,49,21,16.0866336634,4.17326732673,22.2797029703,tanie/proste
29,19,20,55,59,25,34,26,44,22,23,54,15.5682926829,4.19268292683,21.8,tanie/proste
14,12,41,42,50,12,50,40,32,7,60,46,15.657635468,4.04926108374,20.8472906404,tanie/proste
55,71,25,17,28,51,31,64,20,22,16,22,14.0473933649,3.8009478673,20.3530805687,drogie/proste
18,22,25,34,36,62,25,31,30,24,25,78,15.2585365854,4.54634146341,22.6390243902,tanie/proste
49,19,21,7,47,54,54,48,14,13,42,42,15.8292682927,4.23658536585,20.1170731707,drogie/proste
28,26,16,24,19,12,15,12,21,14,13,21,12.8190045249,3.60180995475,18.7239819005,drogie/czasochlonne
37,48,44,10,43,5,39,14,48,34,42,46,12.0073170732,3.77073170732,19.5268292683,drogie/czasochlonne
47,9,34,39,48,16,51,60,10,16,53,16,15.9874686717,3.74686716792,20.8170426065,tanie/proste
45,53,13,7,48,33,52,46,32,11,13,51,14.3886138614,4.17326732673,21.8861386139,tanie/proste
13,38,43,9,43,58,40,39,41,40,39,12,15.6698795181,4.11325301205,19.6722891566,drogie/proste
20,20,22,21,17,22,28,24,20,19,16,22,13.8764940239,4.06374501992,20.9561752988,tanie/proste
8,58,51,15,47,54,22,50,18,15,57,11,16.2931034483,3.56650246305,18.2463054187,drogie/proste
28,25,23,51,59,19,33,24,16,16,51,54,15.3634085213,3.95238095238,19.7644110276,drogie/proste
47,10,48,37,45,52,46,9,14,38,10,50,12.8793103448,3.96798029557,19.3497536946,drogie/czasochlonne
57,59,21,24,21,66,29,17,59,28,18,23,13.317535545,3.92654028436,17.2014218009,drogie/czasochlonne
24,31,23,24,24,31,26,23,31,64,31,60,13.0484693878,4.66581632653,22.5535714286,tanie/czasochlonne
32,20,28,19,60,36,22,17,67,60,25,13,15.984962406,4.31578947368,19.9974937343,drogie/proste
29,37,26,64,33,32,25,19,29,26,25,65,13.2682926829,4.10975609756,20.1853658537,drogie/czasochlonne
36,31,46,37,38,25,39,32,4,41,30,33,12.8954081633,3.77295918367,19.6352040816,drogie/czasochlonne
45,40,43,36,33,34,50,10,9,47,35,41,11.3546099291,3.63120567376,18.243498818,drogie/czasochlonne
30,36,37,24,43,24,38,56,39,22,30,25,15.3737623762,3.94801980198,22.2574257426,tanie/proste
18,16,19,34,16,59,18,56,16,45,58,55,16.0682926829,4.91219512195,22.856097561,tanie/proste
19,19,21,16,22,28,26,55,47,18,48,57,16.0132978723,4.82978723404,24.1835106383,tanie/proste
13,51,18,21,52,19,20,47,14,43,51,61,15.2975609756,4.27317073171,23.0317073171,tanie/proste
30,24,38,26,25,64,31,75,31,30,31,17,16.644549763,4.38388625592,22.8436018957,tanie/proste
31,21,25,74,32,28,28,27,28,33,27,23,14.6312997347,4.00265251989,19.5623342175,drogie/proste
39,43,33,51,14,10,47,45,16,46,48,12,12.4455445545,3.79702970297,19.7821782178,drogie/czasochlonne
47,48,41,46,13,51,15,49,47,48,11,6,13.7985781991,3.94786729858,19.9028436019,drogie/proste
56,16,21,32,21,21,53,58,57,25,25,19,14.7425742574,4.35891089109,22.7821782178,tanie/proste
42,44,16,45,46,40,40,38,15,17,23,11,15.1883289125,3.57294429708,18.7798408488,drogie/proste
37,43,43,39,10,10,8,46,14,44,42,56,12.1683673469,4.16581632653,22.0382653061,tanie/czasochlonne
57,23,30,26,49,28,30,18,61,54,18,27,13.9643705463,4.13064133017,20.0285035629,drogie/proste
19,63,19,25,25,18,23,48,17,51,62,55,13.6094117647,4.33411764706,22.1458823529,tanie/proste
48,53,9,35,50,14,36,38,46,42,11,10,14.3494897959,3.95153061224,20.7882653061,tanie/proste
11,35,14,41,43,42,38,41,6,12,53,41,16.6206896552,3.97347480106,20.2705570292,drogie/proste
45,9,51,36,45,9,7,44,37,39,42,40,14.8316831683,4.24257425743,22.0396039604,tanie/proste
66,21,27,57,20,61,23,25,30,48,22,22,13.6042654028,4.00710900474,18.9881516588,drogie/proste
36,26,35,33,47,6,37,37,33,37,40,39,13.9088669951,4.00246305419,21.354679803,tanie/proste
51,38,7,51,31,60,14,61,22,51,14,23,15.8676122931,4.3853427896,22.4822695035,tanie/proste
11,14,20,22,21,27,23,19,26,16,18,21,14.9831932773,4.15966386555,20.6344537815,tanie/proste
66,44,29,52,10,15,20,13,13,49,45,54,10.1975609756,4.01707317073,18.6756097561,drogie/czasochlonne
45,27,32,22,25,32,15,67,62,21,50,23,16.5866983373,4.43467933492,21.7268408551,tanie/proste
23,31,22,30,29,59,28,27,37,26,31,79,14.7772511848,4.58293838863,21.3933649289,tanie/proste
36,41,32,37,30,12,34,32,6,38,30,48,12.170212766,3.90159574468,21.1329787234,tanie/czasochlonne
56,53,45,16,25,19,58,23,58,22,25,21,11.5724465558,3.51543942993,18.3586698337,drogie/czasochlonne
30,40,70,29,32,32,24,31,30,28,29,31,12.8251231527,3.56896551724,18.8448275862,drogie/czasochlonne
64,26,42,28,25,27,24,28,27,25,38,52,12.2093596059,4.01477832512,19.4507389163,drogie/czasochlonne
44,13,10,36,52,38,51,42,8,48,44,13,15.9122807018,3.96741854637,20.4411027569,drogie/proste
15,14,13,43,19,55,46,47,51,48,12,14,16.3103448276,4.62068965517,22.801061008,tanie/proste
13,20,25,20,19,19,21,27,12,17,24,19,14.4406779661,4.03389830508,20.563559322,tanie/proste
17,22,15,19,19,18,30,21,12,20,16,17,13.9026548673,3.91592920354,20.796460177,tanie/proste
16,44,23,19,58,47,15,8,44,48,45,9,16.045212766,3.90159574468,17.1914893617,drogie/proste
29,26,36,28,33,31,22,28,27,42,31,77,13.4097560976,4.52195121951,22.8292682927,tanie/czasochlonne
18,22,17,9,63,47,15,60,60,44,16,50,17.9524940618,4.8242280285,25.1496437055,tanie/proste
42,6,42,9,16,33,49,43,14,44,40,38,13.2686170213,4.40159574468,22.164893617,tanie/czasochlonne
56,59,16,21,15,14,16,19,41,53,40,42,11.2959183673,4.11989795918,19.5102040816,drogie/czasochlonne
54,15,27,23,27,68,56,9,28,51,25,32,12.8843373494,4.16385542169,18.6192771084,drogie/czasochlonne
35,47,8,13,37,40,7,39,45,45,38,50,15.2202970297,4.58168316832,21.9752475248,tanie/proste
62,69,30,23,23,27,33,25,37,30,24,42,11.4635294118,3.74823529412,18.0682352941,drogie/czasochlonne
13,18,43,35,56,49,12,45,44,22,10,57,16.801980198,4.32673267327,22.948019802,tanie/proste
67,17,12,18,25,22,50,53,55,15,51,19,15.1683168317,4.26237623762,21.2846534653,tanie/proste
22,24,20,23,22,53,35,25,23,63,57,25,14.7193877551,4.52806122449,20.1173469388,drogie/proste
50,22,23,20,10,23,20,57,47,47,42,15,14.5877659574,4.48138297872,22.9015957447,tanie/proste
10,11,8,48,47,15,18,42,50,44,44,40,17.5092838196,4.81167108753,24.24933687,tanie/proste
23,17,25,17,23,14,20,19,14,22,15,19,13.4342105263,3.81140350877,20.7543859649,tanie/czasochlonne
37,46,8,32,37,12,6,43,42,58,46,58,14.28,4.63529411765,22.9976470588,tanie/proste
28,20,36,72,26,26,25,28,26,27,37,26,14.4058355438,3.9549071618,19.474801061,drogie/proste
9,51,9,47,42,8,45,34,52,51,36,41,14.3552941176,4.21411764706,22.1317647059,tanie/proste
15,11,11,64,14,54,50,17,37,18,46,39,15.0984042553,4.42287234043,19.0664893617,drogie/proste
37,37,47,4,47,7,45,42,38,34,35,37,13.4926829268,3.86829268293,21.4829268293,tanie/czasochlonne
21,20,17,12,19,50,52,47,58,50,18,46,15.0853658537,4.90487804878,24.012195122,tanie/proste
42,38,42,40,46,42,11,16,45,13,9,33,14.0954907162,3.71883289125,17.7957559682,drogie/proste
41,29,4,35,40,47,39,37,39,36,37,39,15.5319148936,4.28605200946,21.1371158392,tanie/proste
35,26,24,56,51,40,19,22,21,52,19,57,14.3862559242,4.26777251185,21.4549763033,tanie/proste
19,48,14,10,55,39,40,45,19,43,56,16,16.1905940594,4.08663366337,20.0915841584,drogie/proste
10,15,24,15,16,27,16,16,20,19,23,21,14.5900900901,4.2027027027,19.1801801802,drogie/proste
16,23,17,59,20,20,21,13,22,52,51,62,13.2234042553,4.48936170213,21.0984042553,tanie/czasochlonne
24,27,26,58,49,21,20,20,26,59,23,24,14.2466843501,4.00530503979,20.4403183024,drogie/proste
50,62,47,18,14,18,52,51,47,15,19,13,11.9384236453,3.49507389163,19.9581280788,drogie/czasochlonne
48,18,22,53,12,11,28,24,61,51,20,73,12.16152019,4.68171021378,22.567695962,tanie/czasochlonne
68,36,42,33,28,30,32,26,31,27,35,35,12.4988179669,3.8463356974,18.4562647754,drogie/czasochlonne
48,44,48,13,39,16,38,24,16,44,23,53,11.3596059113,3.84236453202,20.4802955665,drogie/czasochlonne
77,31,24,41,28,28,30,39,27,25,32,41,13.0354609929,4.00945626478,19.6879432624,drogie/czasochlonne
24,26,26,27,35,31,27,36,30,57,38,35,14.8724489796,4.42857142857,21.8673469388,tanie/proste
3,41,30,41,37,0,32,34,41,37,45,35,14.5611702128,3.96276595745,21.9946808511,tanie/proste
33,26,25,29,22,84,27,38,28,27,22,61,15.2369668246,4.70616113744,21.2654028436,tanie/proste
8,37,36,10,45,8,48,41,50,44,37,40,14.5371287129,4.46782178218,22.7945544554,tanie/proste
20,34,34,34,31,31,27,27,33,69,25,27,13.6326530612,4.24744897959,21.2066326531,tanie/proste
47,21,13,48,12,68,44,41,10,46,16,56,13.9431279621,4.62559241706,22.4857819905,tanie/proste
12,37,41,11,42,44,15,48,17,15,47,47,16.1968085106,3.93617021277,21.289893617,tanie/proste
22,16,19,21,20,52,15,42,53,53,63,16,16.8316326531,4.67346938776,21.1556122449,tanie/proste
44,50,52,41,60,15,39,16,53,13,17,15,13.2096385542,3.28192771084,16.7855421687,drogie/czasochlonne
50,44,56,18,10,15,11,13,43,43,54,35,10.8163265306,3.84183673469,17.5790816327,drogie/czasochlonne
45,26,33,29,33,20,30,28,30,59,30,29,12.7806122449,4.07908163265,21.012755102,tanie/czasochlonne
14,17,27,18,56,48,20,59,21,22,57,40,18.1629072682,4.37343358396,22.3709273183,tanie/proste
31,20,61,28,53,63,22,22,28,20,24,27,15.4862155388,3.71428571429,18.1503759398,drogie/proste
12,19,54,46,10,50,49,11,51,16,22,37,12.824933687,3.84084880637,18.6710875332,drogie/czasochlonne
51,45,59,47,49,50,37,8,17,7,9,46,12.2705882353,3.22117647059,16.8635294118,drogie/czasochlonne
55,17,17,49,25,21,25,24,18,39,62,24,13.7712765957,4.14361702128,18.7393617021,drogie/proste
42,30,26,24,31,18,35,38,61,47,39,30,14.0831353919,4.25178147268,21.2327790974,tanie/proste
30,28,32,35,37,48,59,25,37,41,25,25,13.9052132701,4.03791469194,19.4241706161,drogie/proste
38,10,4,50,44,41,6,29,43,41,43,43,16.6683673469,4.52295918367,21.3928571429,tanie/proste
22,23,16,17,14,26,19,18,15,18,22,24,13.764957265,4.10683760684,19.7948717949,drogie/proste
55,11,55,48,48,52,15,17,56,14,6,45,14.5805687204,4.10663507109,18.9976303318,drogie/proste
59,46,47,15,37,15,51,21,41,15,50,18,12.3855421687,3.33253012048,17.1831325301,drogie/czasochlonne
38,25,38,30,45,1,41,39,39,42,38,34,13.9756097561,4.01707317073,21.4170731707,tanie/proste
34,42,18,31,23,68,21,20,31,62,21,21,13.8316326531,4.29591836735,19.056122449,drogie/proste
33,29,30,22,19,32,37,36,34,60,25,35,13.1071428571,4.37755102041,21.9668367347,tanie/czasochlonne
22,19,23,18,15,17,15,18,20,23,12,21,12.9641255605,3.90582959641,20.4484304933,drogie/czasochlonne
75,40,26,29,33,30,40,25,31,31,39,24,12.5910165485,3.67612293144,18.0591016548,drogie/czasochlonne
36,20,31,59,40,27,35,32,28,22,22,25,14.9336870027,3.96021220159,20.1405835544,drogie/proste
32,22,64,16,13,19,48,52,50,19,18,57,12.5195121951,4.18048780488,22.9073170732,tanie/czasochlonne
19,19,16,11,18,23,18,11,23,13,13,19,13.7044334975,3.94088669951,19.1379310345,drogie/proste
64,51,22,21,23,51,53,8,13,49,45,22,11.5758293839,3.77962085308,16.8436018957,drogie/czasochlonne
60,24,55,32,23,55,25,22,18,27,54,11,13.3374384236,3.5197044335,15.539408867,drogie/czasochlonne
12,51,51,49,45,6,49,11,17,41,24,50,11.4113300493,3.57881773399,19.4852216749,drogie/czasochlonne
25,33,29,41,40,36,29,24,67,44,29,24,14.7862232779,4.26365795724,19.9501187648,drogie/proste
45,40,7,35,42,38,33,38,6,37,40,43,14.3836633663,4.2301980198,20.7376237624,tanie/proste
24,75,28,30,34,24,62,24,30,29,25,30,12.065060241,3.73493975904,18.8891566265,drogie/czasochlonne
59,12,51,16,38,21,44,17,55,49,14,39,12.2409638554,4.24819277108,20.5204819277,tanie/czasochlonne
57,27,26,22,71,16,28,27,61,15,63,10,16.4255319149,3.82978723404,17.6690307329,drogie/proste
45,15,23,58,53,17,42,20,18,48,13,40,13.5408163265,3.88265306122,20.8392857143,tanie/proste
